Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,38.450001,38.950001,38.299999,38.450001,36.285110,47491200
2017-01-08,38.529999,39.450001,38.470001,39.259998,37.194607,58289800
2017-01-15,39.070000,40.029999,38.889999,39.869999,37.772526,59146900
2017-01-22,39.759998,40.389999,39.430000,40.230000,38.113579,58421700
2017-01-29,40.110001,40.430000,39.669998,40.430000,38.303059,56254800
2017-02-05,40.439999,40.919998,40.009998,40.790001,38.644127,49749100
2017-02-12,40.889999,42.060001,40.750000,42.060001,39.847309,60324400
2017-02-19,41.990002,43.189999,41.930000,43.169998,40.898907,50908200
2017-02-26,43.259998,43.259998,42.419998,42.689999,40.444164,58077700
2017-03-05,42.459999,42.790001,42.250000,42.680000,40.434696,50458900
2017-03-12,42.750000,46.990002,42.410000,45.660000,43.257919,140349100
2017-03-19,45.669998,45.950001,44.580002,44.650002,42.301060,87067500
2017-03-26,44.509998,45.029999,44.360001,44.610001,42.263157,52023400
2017-04-02,44.680000,45.049999,43.990002,44.290001,41.959991,59655100
2017-04-09,44.209999,44.450001,43.759998,44.000000,41.685249,47386300
2017-04-16,44.119999,44.740002,44.000000,44.430000,42.273983,54594900
2017-04-23,44.970001,45.040001,44.520000,44.959999,42.778255,54591800
2017-04-30,45.009998,45.779999,44.770000,45.580002,43.368183,55412400
2017-05-07,45.480000,45.709999,44.919998,45.080002,42.892433,37957800
2017-05-14,45.240002,45.369999,43.599998,44.310001,42.159805,60424500
2017-05-21,44.330002,45.450001,44.279999,45.259998,43.063702,38830400
2017-05-28,45.110001,46.070000,45.110001,45.660000,43.444286,45460900
2017-06-04,45.689999,46.000000,44.680000,45.029999,42.844864,48833400
2017-06-11,44.650002,45.279999,43.740002,45.090000,42.901947,65245800
2017-06-18,45.270000,51.849998,45.209999,50.950001,48.477585,164851000
2017-06-25,50.990002,51.700001,49.980000,50.139999,47.706902,90386900
2017-07-02,50.049999,50.130001,48.770000,49.349998,46.955231,51959800
2017-07-09,49.270000,50.680000,49.220001,50.560001,48.106514,56146800
2017-07-16,50.310001,51.259998,50.160000,50.799999,48.334869,53075600
2017-07-23,50.799999,51.360001,50.040001,50.299999,48.039654,49405000
2017-07-30,50.480000,50.500000,49.580002,49.959999,47.714935,41368900
2017-08-06,50.000000,50.090000,47.980000,48.240002,46.072227,63932700
2017-08-13,48.480000,49.320000,48.310001,48.619999,46.435150,49683800
2017-08-20,48.650002,49.439999,48.540001,49.240002,47.027298,38640600
2017-08-27,49.389999,50.880001,48.750000,50.619999,48.345284,42089500
2017-09-03,50.529999,51.880001,50.470001,51.580002,49.262142,53099600
2017-09-10,51.880001,53.139999,48.480000,48.740002,46.549767,132611200
2017-09-17,48.880001,49.060001,47.689999,48.160000,45.995823,104760900
2017-09-24,48.520000,48.750000,47.639999,48.349998,46.177288,106737000
2017-10-01,48.720001,49.189999,48.220001,48.400002,46.225044,84239100
2017-10-08,48.360001,48.709999,48.000000,48.610001,46.425606,60249700
