Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,0.593000,0.593000,0.593000,0.593000,313891264.000000,0
2017-01-08,0.593000,0.593000,0.593000,0.593000,313891264.000000,0
2017-01-15,0.593000,0.593000,0.593000,0.593000,313891264.000000,0
2017-01-22,0.593000,0.593000,0.593000,0.593000,313891264.000000,0
2017-01-29,0.593000,0.593000,0.593000,0.593000,313891264.000000,0
2017-02-05,0.593000,0.593000,0.593000,0.593000,313891264.000000,0
2017-02-12,0.593000,0.593000,0.593000,0.593000,313891264.000000,0
2017-02-19,0.593000,0.593000,0.593000,0.593000,313891264.000000,0
2017-02-26,0.593000,0.595000,0.593000,0.595000,314949952.000000,7500
2017-03-05,0.595000,0.595000,0.595000,0.595000,314949952.000000,0
2017-03-12,0.595000,0.595000,0.595000,0.595000,314949952.000000,0
2017-03-19,0.595000,0.595000,0.595000,0.595000,314949952.000000,0
2017-03-26,0.595000,0.595000,0.595000,0.595000,314949952.000000,0
2017-04-02,0.595000,0.595000,0.595000,0.595000,314949952.000000,0
2017-04-09,0.595000,0.595000,0.595000,0.595000,314949952.000000,0
2017-04-16,0.595000,0.595000,0.595000,0.595000,314949952.000000,0
2017-04-23,0.595000,0.683000,0.595000,0.683000,361530752.000000,700
2017-04-30,0.683000,0.683000,0.676000,0.676000,357825440.000000,700
2017-05-07,0.676000,0.676000,0.663000,0.663000,-2134092.750000,800
2017-05-14,0.663000,0.663000,0.649000,0.649000,-2089029.125000,100
2017-05-21,0.649000,0.649000,0.649000,0.649000,-2089029.125000,0
2017-05-28,0.649000,0.649000,0.649000,0.649000,-2089029.125000,20900
2017-06-04,0.666000,0.666000,0.666000,0.666000,-2143749.500000,15000
2017-06-11,0.666000,0.666000,0.666000,0.666000,-2143749.500000,0
2017-06-18,0.666000,0.666000,0.666000,0.666000,-2143749.500000,0
2017-06-25,0.666000,0.666000,0.666000,0.666000,-2143749.500000,0
2017-07-02,0.666000,0.666000,0.666000,0.666000,-2143749.500000,0
2017-07-09,0.666000,0.666000,0.666000,0.666000,-2143749.500000,7600
2017-07-16,0.666000,0.666000,0.666000,0.666000,-2143749.500000,0
2017-07-23,0.666000,0.666000,0.666000,0.666000,-2143749.500000,0
2017-07-30,0.666000,0.666000,0.568900,0.568900,-1831199.750000,88200
2017-08-06,0.568900,0.570000,0.568900,0.570000,-1834740.500000,10100
2017-08-13,0.570000,0.570000,0.570000,0.570000,-1834740.500000,0
2017-08-20,0.570000,0.570000,0.570000,0.570000,-1834740.500000,0
2017-08-27,0.570000,0.570000,0.570000,0.570000,-1834740.500000,0
2017-09-03,0.570000,0.570000,0.570000,0.570000,-1834740.500000,170000
2017-09-10,0.570000,0.570000,0.570000,0.570000,-1834740.500000,0
2017-09-17,0.602000,0.602000,0.602000,0.602000,-1937743.500000,100
2017-09-24,0.585400,0.585400,0.585400,0.585400,-1884310.500000,22000
2017-10-01,0.602000,0.602000,0.600300,0.602000,-1937743.500000,10800
2017-10-08,0.602000,0.602000,0.600000,0.600000,21372.957031,10000
2017-10-15,0.600000,0.600000,0.600000,0.600000,21372.957031,0
2017-10-22,0.600000,0.600000,0.553000,0.553000,19698.740234,6600
2017-10-29,0.553000,0.602000,0.553000,0.588000,20945.498047,3600
2017-11-05,0.588000,0.588000,0.588000,0.588000,20945.498047,0
2017-11-12,0.588000,0.588000,0.588000,0.588000,20945.498047,0
