Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,790.000000,790.000000,780.000000,780.000000,725.425598,200
2017-01-08,780.000000,790.000000,725.000000,765.000000,711.475098,72700
2017-01-15,765.000000,790.000000,725.000000,790.000000,734.726013,51600
2017-01-22,790.000000,790.000000,735.000000,765.000000,711.475098,19400
2017-01-29,765.000000,800.000000,750.000000,790.000000,734.726013,3400
2017-02-05,750.000000,825.000000,750.000000,825.000000,767.277100,18200
2017-02-12,825.000000,825.000000,810.000000,810.000000,753.326538,300
2017-02-19,760.000000,800.000000,750.000000,760.000000,706.824951,13900
2017-02-26,780.000000,795.000000,730.000000,780.000000,725.425598,43900
2017-03-05,750.000000,790.000000,750.000000,770.000000,716.125244,41800
2017-03-12,770.000000,815.000000,770.000000,810.000000,753.326538,228000
2017-03-19,800.000000,810.000000,775.000000,795.000000,739.376038,140800
2017-03-26,795.000000,825.000000,770.000000,805.000000,748.676514,20700
2017-04-02,805.000000,820.000000,805.000000,810.000000,753.326538,138500
2017-04-09,820.000000,820.000000,780.000000,810.000000,753.326538,60400
2017-04-16,810.000000,825.000000,790.000000,820.000000,762.626953,24800
2017-04-23,820.000000,825.000000,800.000000,825.000000,767.277100,108900
2017-04-30,825.000000,830.000000,770.000000,785.000000,730.075745,225800
2017-05-07,810.000000,830.000000,805.000000,805.000000,748.676514,7800
2017-05-14,805.000000,825.000000,765.000000,825.000000,767.277100,2600
2017-05-21,795.000000,830.000000,790.000000,825.000000,767.277100,58400
2017-05-28,810.000000,820.000000,795.000000,815.000000,757.976746,1400
2017-06-04,780.000000,860.000000,780.000000,820.000000,762.626953,31100
2017-06-11,820.000000,850.000000,790.000000,825.000000,767.277100,35900
2017-06-18,825.000000,835.000000,795.000000,835.000000,776.577393,84600
2017-06-25,835.000000,835.000000,835.000000,835.000000,776.577393,0
2017-07-02,800.000000,845.000000,800.000000,825.000000,767.277100,59400
2017-07-09,825.000000,840.000000,820.000000,840.000000,786.454895,5800
2017-07-16,840.000000,860.000000,800.000000,850.000000,795.817566,9800
2017-07-23,850.000000,850.000000,800.000000,835.000000,781.773682,10800
2017-07-30,835.000000,840.000000,805.000000,830.000000,777.092285,12700
2017-08-06,830.000000,835.000000,775.000000,835.000000,781.773682,89600
2017-08-13,835.000000,835.000000,780.000000,835.000000,781.773682,5500
2017-08-20,800.000000,845.000000,800.000000,820.000000,767.729797,19000
2017-08-27,820.000000,830.000000,790.000000,805.000000,753.685974,5900
2017-09-03,805.000000,850.000000,805.000000,845.000000,791.136230,36500
2017-09-10,805.000000,830.000000,805.000000,820.000000,767.729797,21200
2017-09-17,820.000000,820.000000,805.000000,805.000000,753.685974,5400
2017-09-24,805.000000,820.000000,805.000000,820.000000,767.729797,800
2017-10-01,820.000000,820.000000,780.000000,815.000000,763.048462,400
2017-10-08,815.000000,815.000000,760.000000,765.000000,716.235657,268400
2017-10-15,765.000000,790.000000,720.000000,730.000000,683.466797,32500
2017-10-22,720.000000,740.000000,680.000000,705.000000,660.060364,108600
2017-10-29,705.000000,715.000000,600.000000,605.000000,566.434753,447500
2017-11-05,620.000000,630.000000,540.000000,565.000000,528.984497,961000
2017-11-12,580.000000,590.000000,550.000000,570.000000,533.665833,466200
2017-11-19,575.000000,585.000000,530.000000,540.000000,505.578156,541200
2017-11-26,540.000000,660.000000,535.000000,555.000000,519.622009,1614500
2017-12-03,565.000000,575.000000,520.000000,560.000000,524.303223,435700
2017-12-10,570.000000,580.000000,530.000000,565.000000,528.984497,31200
2017-12-17,545.000000,580.000000,545.000000,570.000000,548.908997,37500
2017-12-24,570.000000,575.000000,525.000000,570.000000,548.908997,18500
2017-12-31,570.000000,595.000000,550.000000,590.000000,568.168945,81600
2018-01-07,590.000000,595.000000,550.000000,590.000000,568.168945,242300
2018-01-14,590.000000,630.000000,575.000000,610.000000,587.428894,154200
2018-01-21,580.000000,630.000000,570.000000,610.000000,587.428894,280700
2018-01-28,610.000000,655.000000,600.000000,630.000000,606.688904,29900
2018-02-04,615.000000,640.000000,595.000000,625.000000,601.873901,153600
2018-02-11,625.000000,650.000000,600.000000,640.000000,616.318848,88000
2018-02-18,640.000000,665.000000,620.000000,630.000000,606.688904,38200
2018-02-25,630.000000,645.000000,575.000000,615.000000,592.243896,94100
2018-03-04,615.000000,620.000000,580.000000,615.000000,592.243896,51000
2018-03-11,615.000000,630.000000,580.000000,625.000000,601.873901,61000
2018-03-18,620.000000,635.000000,570.000000,605.000000,582.613953,171200
2018-03-25,590.000000,615.000000,580.000000,595.000000,572.983948,81700
2018-04-01,600.000000,605.000000,560.000000,600.000000,577.798950,109300
2018-04-08,600.000000,600.000000,550.000000,565.000000,544.094055,131100
2018-04-15,565.000000,570.000000,560.000000,560.000000,539.278992,18200
2018-04-22,560.000000,580.000000,530.000000,575.000000,553.723938,23200
2018-04-29,580.000000,600.000000,550.000000,585.000000,563.354004,94200
2018-05-06,585.000000,590.000000,510.000000,565.000000,544.094055,130500
2018-05-13,540.000000,575.000000,515.000000,550.000000,529.649048,228600
2018-05-20,560.000000,585.000000,555.000000,585.000000,563.354004,63300
2018-05-27,580.000000,590.000000,555.000000,580.000000,558.538940,77800
2018-06-03,550.000000,600.000000,550.000000,600.000000,577.798950,56900
2018-06-10,600.000000,600.000000,600.000000,600.000000,577.798950,0
2018-06-17,600.000000,620.000000,580.000000,620.000000,597.058838,87500
2018-06-24,620.000000,625.000000,560.000000,620.000000,597.058838,285800
2018-07-01,620.000000,620.000000,550.000000,600.000000,577.798950,10900
2018-07-08,600.000000,620.000000,570.000000,605.000000,587.963440,100000
2018-07-15,610.000000,620.000000,575.000000,590.000000,573.385803,111100
2018-07-22,610.000000,610.000000,580.000000,600.000000,583.104248,14900
2018-07-29,600.000000,600.000000,570.000000,590.000000,573.385803,47200
2018-08-05,575.000000,625.000000,570.000000,615.000000,597.681824,329300
2018-08-12,610.000000,620.000000,575.000000,605.000000,587.963440,151000
2018-08-19,605.000000,605.000000,605.000000,605.000000,587.963440,100
2018-08-26,600.000000,620.000000,570.000000,585.000000,568.526611,147200
2018-09-02,600.000000,610.000000,540.000000,600.000000,583.104248,29500
2018-09-09,585.000000,605.000000,520.000000,590.000000,573.385803,35200
2018-09-16,595.000000,620.000000,590.000000,620.000000,602.541016,33400
2018-09-23,610.000000,620.000000,600.000000,605.000000,587.963440,3200
2018-09-30,610.000000,625.000000,570.000000,610.000000,592.822632,166600
2018-10-07,600.000000,610.000000,585.000000,600.000000,583.104248,14700
2018-10-14,600.000000,610.000000,575.000000,600.000000,583.104248,18600
2018-10-21,600.000000,600.000000,580.000000,590.000000,573.385803,3800
2018-10-28,590.000000,590.000000,530.000000,575.000000,558.808228,13800
2018-11-04,575.000000,580.000000,555.000000,565.000000,549.089783,121400
2018-11-11,575.000000,590.000000,560.000000,580.000000,563.667419,117800
2018-11-18,580.000000,580.000000,570.000000,570.000000,553.949036,49500
2018-11-25,570.000000,600.000000,570.000000,595.000000,578.244995,205600
2018-12-02,600.000000,600.000000,580.000000,595.000000,578.244995,37700
2018-12-09,595.000000,625.000000,575.000000,590.000000,573.385803,258800
2018-12-16,590.000000,600.000000,570.000000,590.000000,581.691589,26100
2018-12-23,590.000000,600.000000,575.000000,600.000000,591.550842,2000
2018-12-30,600.000000,600.000000,600.000000,600.000000,591.550842,0
